"סִינוֹפְּסִיס"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A1%D6%B4%D7%99%D7%A0%D7%95%D6%B9%D7%A4%D6%BC%D6%B0%D7%A1%D6%B4%D7%99%D7%A1-n>		<http://wordnet-rdf.princeton.edu/wn30/06468951-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%A4%A7%E6%A6%82-n>		"大概"@qcn	
"הִזְדַּיֵּן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%96%D6%B0%D7%93%D6%BC%D6%B7%D7%99%D6%BC%D6%B5%D7%9F-v>		<http://wordnet-rdf.princeton.edu/wn30/01426397-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%9D%A1-v>		"睡"@qcn	
"הִזְדַּיֵּן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%96%D6%B0%D7%93%D6%BC%D6%B7%D7%99%D6%BC%D6%B5%D7%9F-v>		<http://wordnet-rdf.princeton.edu/wn30/01426397-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%9D%A1%E8%A6%BA-v>		"睡覺"@qcn	
"הִזְדַּיֵּן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%96%D6%B0%D7%93%D6%BC%D6%B7%D7%99%D6%BC%D6%B5%D7%9F-v>		<http://wordnet-rdf.princeton.edu/wn30/01426397-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%82%92-v>		"炒"@qcn	
"הִזְדַּיֵּן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%96%D6%B0%D7%93%D6%BC%D6%B7%D7%99%D6%BC%D6%B5%D7%9F-v>		<http://wordnet-rdf.princeton.edu/wn30/01426397-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%B8%8A-v>		"上"@qcn	
"הִזְדַּיֵּן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%96%D6%B0%D7%93%D6%BC%D6%B7%D7%99%D6%BC%D6%B5%D7%9F-v>		<http://wordnet-rdf.princeton.edu/wn30/01426397-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%8E%96-v>		"鎖"@qcn	
"הִזְדַּיֵּן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%96%D6%B0%D7%93%D6%BC%D6%B7%D7%99%D6%BC%D6%B5%D7%9F-v>		<http://wordnet-rdf.princeton.edu/wn30/01426397-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%B9%B9-v>		"幹"@qcn	
"!סַךְ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%A1%D6%B7%D7%9A%D6%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/04353803-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%B8%BD%E8%A8%88-n>		"總計"@qcn	
"קְרָב"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A7%D6%B0%D7%A8%D6%B8%D7%91-n>		<http://wordnet-rdf.princeton.edu/wn30/00953559-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%BB%97-n>		"仗"@qcn	
"!שְׁאֵלָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%A9%D7%81%D6%B0%D7%90%D6%B5%D7%9C%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/07193596-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%95%8F%E9%A1%8C-n>		"問題"@qcn	
"נָתִיב"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A0%D6%B8%D7%AA%D6%B4%D7%99%D7%91-n>		<http://wordnet-rdf.princeton.edu/wn30/09387222-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%B7%91%E9%81%93-n>		"跑道"@qcn	
"מִבְנֶה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B4%D7%91%D6%B0%D7%A0%D6%B6%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/05726345-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%B5%84%E7%B9%94-n>		"組織"@qcn	
"מִבְנֶה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B4%D7%91%D6%B0%D7%A0%D6%B6%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/04341686-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%B5%90%E6%A7%8B-n>		"結構"@qcn	
"אֵרוּעַ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B5%D7%A8%D7%95%D6%BC%D7%A2%D6%B7-n>		<http://wordnet-rdf.princeton.edu/wn30/00029378-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%BA%8B%E4%BB%B6-n>		"事件"@qcn	
"רַעַשׁ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A8%D6%B7%D7%A2%D6%B7%D7%A9%D7%81-n>		<http://wordnet-rdf.princeton.edu/wn30/07387509-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%91%BC%E8%81%B2-n>		"呼聲"@qcn	
"מִטְבָּח"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B4%D7%98%D6%B0%D7%91%D6%BC%D6%B8%D7%97-n>		<http://wordnet-rdf.princeton.edu/wn30/03619890-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%BB%9A%E6%88%BF-n>		"廚房"@qcn	
"מִטְבָּח"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B4%D7%98%D6%B0%D7%91%D6%BC%D6%B8%D7%97-n>		<http://wordnet-rdf.princeton.edu/wn30/03619890-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%81%B6-n>		"灶"@qcn	
"!כָּעֵת"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%9B%D6%BC%D6%B8%D7%A2%D6%B5%D7%AA-r>		<http://wordnet-rdf.princeton.edu/wn30/00048268-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%AD%A3-r>		"正"@qcn	
"בִּמְלוֹאוֹ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D6%B4%D7%9E%D6%B0%D7%9C%D7%95%D6%B9%D7%90%D7%95%D6%B9-r>		<http://wordnet-rdf.princeton.edu/wn30/00157624-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%B8%85-r>		"清"@qcn	
"הֹדּוּ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B9%D7%93%D6%BC%D7%95%D6%BC-n>		<http://wordnet-rdf.princeton.edu/wn30/08900535-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%8D%B0-n>		"印"@qcn	
"בַּעֲקִיפִין"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D6%B7%D7%A2%D6%B2%D7%A7%D6%B4%D7%99%D7%A4%D6%B4%D7%99%D7%9F-r>		<http://wordnet-rdf.princeton.edu/wn30/00058359-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%97%81%E9%82%8A-r>		"旁邊"@qcn	
"אַמִּיץ-לֵב"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B7%D7%9E%D6%BC%D6%B4%D7%99%D7%A5-%D7%9C%D6%B5%D7%91-a>		<http://wordnet-rdf.princeton.edu/wn30/00250119-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%8B%87%E6%96%BC-a>		"勇於"@qcn	
"דָּלִיל"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%93%D6%BC%D6%B8%D7%9C%D6%B4%D7%99%D7%9C-a>		<http://wordnet-rdf.princeton.edu/wn30/00542359-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%96%8F-a>		"疏"@qcn	
"אָב קַדְמוֹן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B8%D7%91%20%D7%A7%D6%B7%D7%93%D6%B0%D7%9E%D7%95%D6%B9%D7%9F-n>		<http://wordnet-rdf.princeton.edu/wn30/09792555-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%85%88-n>		"先"@qcn	
"אָב קַדְמוֹן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B8%D7%91%20%D7%A7%D6%B7%D7%93%D6%B0%D7%9E%D7%95%D6%B9%D7%9F-n>		<http://wordnet-rdf.princeton.edu/wn30/09792555-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%BB%A4%E7%A5%96-n>		"令祖"@qcn	
"אָב קַדְמוֹן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B8%D7%91%20%D7%A7%D6%B7%D7%93%D6%B0%D7%9E%D7%95%D6%B9%D7%9F-n>		<http://wordnet-rdf.princeton.edu/wn30/09792555-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%A5%96-n>		"祖"@qcn	
"!הֶחְזִיר"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%94%D6%B6%D7%97%D6%B0%D7%96%D6%B4%D7%99%D7%A8-v>		<http://wordnet-rdf.princeton.edu/wn30/02426799-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%81%A2%E5%BE%A9-v>		"恢復"@qcn	
"!הֶחְזִיר"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%94%D6%B6%D7%97%D6%B0%D7%96%D6%B4%D7%99%D7%A8-v>		<http://wordnet-rdf.princeton.edu/wn30/02426799-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%87%8D%E6%95%B4-v>		"重整"@qcn	
"אָדָם"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B8%D7%93%D6%B8%D7%9D-n>		<http://wordnet-rdf.princeton.edu/wn30/00007846-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%9F%90%E6%9F%90-n>		"某某"@qcn	
"אָדָם"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B8%D7%93%D6%B8%D7%9D-n>		<http://wordnet-rdf.princeton.edu/wn30/00007846-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%80%85-n>		"者"@qcn	
"אָדָם"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B8%D7%93%D6%B8%D7%9D-n>		<http://wordnet-rdf.princeton.edu/wn30/00007846-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%BA%BA%E5%93%A1-n>		"人員"@qcn	
"אָדָם"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B8%D7%93%D6%B8%D7%9D-n>		<http://wordnet-rdf.princeton.edu/wn30/00007846-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%BA%BA%E5%A3%AB-n>		"人士"@qcn	
"אָדָם"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B8%D7%93%D6%B8%D7%9D-n>		<http://wordnet-rdf.princeton.edu/wn30/00007846-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%93%A1-n>		"員"@qcn	
"אוֹרְכִידֵאָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D7%95%D6%B9%D7%A8%D6%B0%D7%9B%D6%B4%D7%99%D7%93%D6%B5%D7%90%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/12041446-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%98%AD%E8%8A%B1-n>		"蘭花"@qcn	
"טוֹרְדָנִי"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%98%D7%95%D6%B9%D7%A8%D6%B0%D7%93%D6%B8%D7%A0%D6%B4%D7%99-a>		<http://wordnet-rdf.princeton.edu/wn30/00089550-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%A3%A8-a>		"磨"@qcn	
"טוֹרְדָנִי"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%98%D7%95%D6%B9%D7%A8%D6%B0%D7%93%D6%B8%D7%A0%D6%B4%D7%99-a>		<http://wordnet-rdf.princeton.edu/wn30/00089550-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%A8%8E%E5%8E%AD-a>		"討厭"@qcn	
"עָבַר-עַל"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A2%D6%B8%D7%91%D6%B7%D7%A8-%D7%A2%D6%B7%D7%9C-v>		<http://wordnet-rdf.princeton.edu/wn30/02566528-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%81%95%E8%A6%8F-v>		"違規"@qcn	
"עָבַר-עַל"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A2%D6%B8%D7%91%D6%B7%D7%A8-%D7%A2%D6%B7%D7%9C-v>		<http://wordnet-rdf.princeton.edu/wn30/02566528-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%8A%AF%E8%A6%8F-v>		"犯規"@qcn	
"גַּבְרוּת"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%92%D6%BC%D6%B7%D7%91%D6%B0%D7%A8%D7%95%D6%BC%D7%AA-n>		<http://wordnet-rdf.princeton.edu/wn30/05526384-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%9E%AD-n>		"鞭"@qcn	
"גַּבְרוּת"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%92%D6%BC%D6%B7%D7%91%D6%B0%D7%A8%D7%95%D6%BC%D7%AA-n>		<http://wordnet-rdf.princeton.edu/wn30/05526384-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%B3%A5-n>		"鳥"@qcn	
"דְּלִיקָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%93%D6%BC%D6%B0%D7%9C%D6%B4%D7%99%D7%A7%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/00319939-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%82%AC-n>		"催"@qcn	
"הֲדָדִי"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B2%D7%93%D6%B8%D7%93%D6%B4%D7%99-a>		<http://wordnet-rdf.princeton.edu/wn30/02152473-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%9B%B8-a>		"相"@qcn	
"הֲדָדִי"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B2%D7%93%D6%B8%D7%93%D6%B4%D7%99-a>		<http://wordnet-rdf.princeton.edu/wn30/02152473-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%BA%A4-a>		"交"@qcn	
"הֲדָדִי"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B2%D7%93%D6%B8%D7%93%D6%B4%D7%99-a>		<http://wordnet-rdf.princeton.edu/wn30/02152473-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%85%B1%E9%80%9A-a>		"共通"@qcn	
"רֹב"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A8%D6%B9%D7%91-n>		<http://wordnet-rdf.princeton.edu/wn30/05122557-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%A4%A7%E5%A4%9A%E6%95%B8-n>		"大多數"@qcn	
"רֹב"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A8%D6%B9%D7%91-n>		<http://wordnet-rdf.princeton.edu/wn30/13581067-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%A4%9A%E6%95%B8-n>		"多數"@qcn	
"גַּרְעִין"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%92%D6%BC%D6%B7%D7%A8%D6%B0%D7%A2%D6%B4%D7%99%D7%9F-n>		<http://wordnet-rdf.princeton.edu/wn30/09375085-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%A0%B8-n>		"核"@qcn	
"פְּרִי"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A4%D6%BC%D6%B0%D7%A8%D6%B4%D7%99-n>		<http://wordnet-rdf.princeton.edu/wn30/07294550-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%88%90%E6%9E%9C-n>		"成果"@qcn	
"!קָשֶׁה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%A7%D6%B8%D7%A9%D7%81%D6%B6%D7%94-a>		<http://wordnet-rdf.princeton.edu/wn30/00744916-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%B8%8D%E4%BE%BF-a>		"不便"@qcn	
"שָׂחָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A9%D7%82%D6%B8%D7%97%D6%B8%D7%94-v>		<http://wordnet-rdf.princeton.edu/wn30/01960911-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%B8%B8-v>		"游"@qcn	
"תְּרוּמָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%AA%D6%BC%D6%B0%D7%A8%D7%95%D6%BC%D7%9E%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/00787465-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%88%86-n>		"分"@qcn	
"תְּרוּמָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%AA%D6%BC%D6%B0%D7%A8%D7%95%D6%BC%D7%9E%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/00787465-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%8B%9E-n>		"勞"@qcn	
"GAP!"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/GAP%21-r>		<http://wordnet-rdf.princeton.edu/wn30/00099341-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%B6%8A-r>		"越"@qcn	
"GAP!"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/GAP%21-r>		<http://wordnet-rdf.princeton.edu/wn30/00099341-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%A4%9A-r>		"多"@qcn	
"GAP!"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/GAP%21-r>		<http://wordnet-rdf.princeton.edu/wn30/00099341-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%84%88-r>		"愈"@qcn	
"GAP!"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/GAP%21-r>		<http://wordnet-rdf.princeton.edu/wn30/00510749-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%AD%A3-r>		"正"@qcn	
"מְשֻׁתָּף"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B0%D7%A9%D7%81%D6%BB%D7%AA%D6%BC%D6%B8%D7%A3-a>		<http://wordnet-rdf.princeton.edu/wn30/02152473-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%9B%B8-a>		"相"@qcn	
"מְשֻׁתָּף"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B0%D7%A9%D7%81%D6%BB%D7%AA%D6%BC%D6%B8%D7%A3-a>		<http://wordnet-rdf.princeton.edu/wn30/02152473-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%BA%A4-a>		"交"@qcn	
"מְשֻׁתָּף"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B0%D7%A9%D7%81%D6%BB%D7%AA%D6%BC%D6%B8%D7%A3-a>		<http://wordnet-rdf.princeton.edu/wn30/02152473-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%85%B1%E9%80%9A-a>		"共通"@qcn	
"מַחְצָב"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B7%D7%97%D6%B0%D7%A6%D6%B8%D7%91-n>		<http://wordnet-rdf.princeton.edu/wn30/14662574-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%A4%A6-n>		"礦"@qcn	
"!רֹאשׁ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%A8%D6%B9%D7%90%D7%A9%D7%81-n>		<http://wordnet-rdf.princeton.edu/wn30/10162991-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%A6%96-n>		"首"@qcn	
"!הִפְגִּין"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%94%D6%B4%D7%A4%D6%B0%D7%92%D6%BC%D6%B4%D7%99%D7%9F-v>		<http://wordnet-rdf.princeton.edu/wn30/02143283-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%A4%BA-v>		"示"@qcn	
"!הִפְגִּין"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%94%D6%B4%D7%A4%D6%B0%D7%92%D6%BC%D6%B4%D7%99%D7%9F-v>		<http://wordnet-rdf.princeton.edu/wn30/02143283-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%80%8F%E9%9C%B2-v>		"透露"@qcn	
"!הִפְגִּין"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%94%D6%B4%D7%A4%D6%B0%D7%92%D6%BC%D6%B4%D7%99%D7%9F-v>		<http://wordnet-rdf.princeton.edu/wn30/02143283-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%AA%AA%E5%87%BA-v>		"說出"@qcn	
"!הִפְגִּין"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%94%D6%B4%D7%A4%D6%B0%D7%92%D6%BC%D6%B4%D7%99%D7%9F-v>		<http://wordnet-rdf.princeton.edu/wn30/02143283-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%A1%A8%E9%81%94%E5%87%BA%E4%BE%86-v>		"表達出來"@qcn	
"!הִפְגִּין"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%94%D6%B4%D7%A4%D6%B0%D7%92%D6%BC%D6%B4%D7%99%D7%9F-v>		<http://wordnet-rdf.princeton.edu/wn30/02143283-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%A1%A8%E9%81%94-v>		"表達"@qcn	
"תִּרְגֵּל"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%AA%D6%BC%D6%B4%D7%A8%D6%B0%D7%92%D6%BC%D6%B5%D7%9C-v>		<http://wordnet-rdf.princeton.edu/wn30/00606093-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%A3%A8-v>		"磨"@qcn	
"סֵרָחוֹן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A1%D6%B5%D7%A8%D6%B8%D7%97%D7%95%D6%B9%D7%9F-n>		<http://wordnet-rdf.princeton.edu/wn30/05714894-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%87%AD-n>		"臭"@qcn	
"מַחֲלָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B7%D7%97%D6%B2%D7%9C%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/14061805-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%97%85-n>		"病"@qcn	
"מַחֲלָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B7%D7%97%D6%B2%D7%9C%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/14061805-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%96%BE%E7%97%85-n>		"疾病"@qcn	
"!שָׁכֵן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%A9%D7%81%D6%B8%D7%9B%D6%B5%D7%9F-n>		<http://wordnet-rdf.princeton.edu/wn30/09368224-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%84%B0-n>		"鄰"@qcn	
"יוֹם-שַׁבָּת"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%99%D7%95%D6%B9%D7%9D-%D7%A9%D7%81%D6%B7%D7%91%D6%BC%D6%B8%D7%AA-n>		<http://wordnet-rdf.princeton.edu/wn30/15164570-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%80%B1%E6%9C%AB-n>		"週末"@qcn	
"טֶכְנוֹלוֹגְיָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%98%D6%B6%D7%9B%D6%B0%D7%A0%D7%95%D6%B9%D7%9C%D7%95%D6%B9%D7%92%D6%B0%D7%99%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/00949619-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%A1%93-n>		"術"@qcn	
"הִתְחִיל"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%AA%D6%B0%D7%97%D6%B4%D7%99%D7%9C-v>		<http://wordnet-rdf.princeton.edu/wn30/02608347-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%82%87%E5%A7%8B-v>		"肇始"@qcn	
"הִתְחִיל"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%AA%D6%B0%D7%97%D6%B4%D7%99%D7%9C-v>		<http://wordnet-rdf.princeton.edu/wn30/02608347-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%96%8B%E5%A7%8B-v>		"開始"@qcn	
"הִתְחִיל"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%AA%D6%B0%D7%97%D6%B4%D7%99%D7%9C-v>		<http://wordnet-rdf.princeton.edu/wn30/02608347-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%91%97%E6%89%8B-v>		"著手"@qcn	
"הִתְחִיל"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%AA%D6%B0%D7%97%D6%B4%D7%99%D7%9C-v>		<http://wordnet-rdf.princeton.edu/wn30/00345761-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%B5%B7-v>		"起"@qcn	
"הִתְחִיל"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%AA%D6%B0%D7%97%D6%B4%D7%99%D7%9C-v>		<http://wordnet-rdf.princeton.edu/wn30/00345761-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%B8%8F%E4%B8%8A-v>		"踏上"@qcn	
"הִתְחִיל"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%AA%D6%B0%D7%97%D6%B4%D7%99%D7%9C-v>		<http://wordnet-rdf.princeton.edu/wn30/00345761-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%96%8B%E5%A7%8B-v>		"開始"@qcn	
