"upplag"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/upplag-n>		<http://wordnet-rdf.princeton.edu/wn30/04726724-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/natyr%C3%AB-n>		"natyrë"@als	
"synja"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/synja-v>		<http://wordnet-rdf.princeton.edu/wn30/00797430-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/nuk%20pranoj-v>		"nuk pranoj"@als	
"hlé"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hl%C3%A9-n>		<http://wordnet-rdf.princeton.edu/wn30/15271008-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pushim-n>		"pushim"@als	
"hlé"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hl%C3%A9-n>		<http://wordnet-rdf.princeton.edu/wn30/15271008-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pauza-n>		"pauza"@als	
"hlé"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hl%C3%A9-n>		<http://wordnet-rdf.princeton.edu/wn30/15271008-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pezullim-n>		"pezullim"@als	
"hlé"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hl%C3%A9-n>		<http://wordnet-rdf.princeton.edu/wn30/15271008-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/nd%C3%ABrprerje-n>		"ndërprerje"@als	
"hlé"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hl%C3%A9-n>		<http://wordnet-rdf.princeton.edu/wn30/01062817-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/hesht-n>		"hesht"@als	
"hlé"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hl%C3%A9-n>		<http://wordnet-rdf.princeton.edu/wn30/01062817-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pushim-n>		"pushim"@als	
"verkból"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/verkb%C3%B3l-n>		<http://wordnet-rdf.princeton.edu/wn30/03316406-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/punishte-n>		"punishte"@als	
"verkból"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/verkb%C3%B3l-n>		<http://wordnet-rdf.princeton.edu/wn30/03316406-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/industri-n>		"industri"@als	
"verkból"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/verkb%C3%B3l-n>		<http://wordnet-rdf.princeton.edu/wn30/03316406-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/mulli-n>		"mulli"@als	
"verkból"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/verkb%C3%B3l-n>		<http://wordnet-rdf.princeton.edu/wn30/03316406-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/fabrik%C3%AB-n>		"fabrikë"@als	
"verkból"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/verkb%C3%B3l-n>		<http://wordnet-rdf.princeton.edu/wn30/03956922-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/uzin%C3%AB-n>		"uzinë"@als	
"verkból"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/verkb%C3%B3l-n>		<http://wordnet-rdf.princeton.edu/wn30/03956922-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/nd%C3%ABrmarrje-n>		"ndërmarrje"@als	
"verkból"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/verkb%C3%B3l-n>		<http://wordnet-rdf.princeton.edu/wn30/03956922-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/fabrik%C3%AB-n>		"fabrikë"@als	
"kró"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/kr%C3%B3-n>		<http://wordnet-rdf.princeton.edu/wn30/03964495-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kosh-n>		"kosh"@als	
"kró"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/kr%C3%B3-n>		<http://wordnet-rdf.princeton.edu/wn30/03964495-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kosh%20f%C3%ABmij%C3%ABsh-n>		"kosh fëmijësh"@als	
"tengi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/tengi-n>		<http://wordnet-rdf.princeton.edu/wn30/14419164-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/lidhje-n>		"lidhje"@als	
"tengi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/tengi-n>		<http://wordnet-rdf.princeton.edu/wn30/14419164-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/mjet%20lidh%C3%ABs-n>		"mjet lidhës"@als	
"ástand"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%A1stand-n>		<http://wordnet-rdf.princeton.edu/wn30/14479615-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/gjendje%20e%20l%C3%ABnd%C3%ABs-n>		"gjendje e lëndës"@als	
"ástand"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%A1stand-n>		<http://wordnet-rdf.princeton.edu/wn30/14479615-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/gjendje-n>		"gjendje"@als	
"ástand"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%A1stand-n>		<http://wordnet-rdf.princeton.edu/wn30/13927383-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/gjendje-n>		"gjendje"@als	
"ástand"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%A1stand-n>		<http://wordnet-rdf.princeton.edu/wn30/13927383-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/situat%C3%AB-n>		"situatë"@als	
"dragkista"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/dragkista-n>		<http://wordnet-rdf.princeton.edu/wn30/03015254-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/s%C3%ABnduk-n>		"sënduk"@als	
"dragkista"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/dragkista-n>		<http://wordnet-rdf.princeton.edu/wn30/03015254-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/dollap%20p%C3%ABr%20rroba-n>		"dollap për rroba"@als	
"bjargast"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/bjargast-v>		<http://wordnet-rdf.princeton.edu/wn30/02074677-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/arrati-v>		"arrati"@als	
"bjargast"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/bjargast-v>		<http://wordnet-rdf.princeton.edu/wn30/02074677-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/largohem-v>		"largohem"@als	
"bjargast"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/bjargast-v>		<http://wordnet-rdf.princeton.edu/wn30/02074677-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/shk%C3%ABputem-v>		"shkëputem"@als	
"feta"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/feta-v>		<http://wordnet-rdf.princeton.edu/wn30/01835496-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/largohesh-v>		"largohesh"@als	
"feta"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/feta-v>		<http://wordnet-rdf.princeton.edu/wn30/01835496-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/udh%C3%ABtim-v>		"udhëtim"@als	
"feta"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/feta-v>		<http://wordnet-rdf.princeton.edu/wn30/01835496-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/zhvendosje-v>		"zhvendosje"@als	
"feta"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/feta-v>		<http://wordnet-rdf.princeton.edu/wn30/01835496-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/l%C3%ABvizje-v>		"lëvizje"@als	
"maður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/ma%C3%B0ur-n>		<http://wordnet-rdf.princeton.edu/wn30/02472293-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/qenie%20njer%C3%ABzore-n>		"qenie njerëzore"@als	
"maður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/ma%C3%B0ur-n>		<http://wordnet-rdf.princeton.edu/wn30/02472293-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/njeri-n>		"njeri"@als	
"maður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/ma%C3%B0ur-n>		<http://wordnet-rdf.princeton.edu/wn30/10287213-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/mashkull-n>		"mashkull"@als	
"maður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/ma%C3%B0ur-n>		<http://wordnet-rdf.princeton.edu/wn30/10287213-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/burr%C3%AB-n>		"burrë"@als	
"maður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/ma%C3%B0ur-n>		<http://wordnet-rdf.princeton.edu/wn30/10203839-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/individuale-n>		"individuale"@als	
"glaðningur"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/gla%C3%B0ningur-n>		<http://wordnet-rdf.princeton.edu/wn30/13265011-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/dhurat%C3%AB-n>		"dhuratë"@als	
"framleiða"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/framlei%C3%B0a-v>		<http://wordnet-rdf.princeton.edu/wn30/01739814-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kultivoj-v>		"kultivoj"@als	
"framleiða"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/framlei%C3%B0a-v>		<http://wordnet-rdf.princeton.edu/wn30/01739814-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/zhvilloj-v>		"zhvilloj"@als	
"framleiða"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/framlei%C3%B0a-v>		<http://wordnet-rdf.princeton.edu/wn30/01739814-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/rrit-v>		"rrit"@als	
"sella"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/sella-n>		<http://wordnet-rdf.princeton.edu/wn30/00006484-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/qeliz%C3%AB-n>		"qelizë"@als	
"sykur"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/sykur-n>		<http://wordnet-rdf.princeton.edu/wn30/07859284-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/sugar-n>		"sugar"@als	
"sykur"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/sykur-n>		<http://wordnet-rdf.princeton.edu/wn30/07859284-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/sheqer%20i%20past%C3%ABr-n>		"sheqer i pastër"@als	
"koma auga á"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/koma%20auga%20%C3%A1-v>		<http://wordnet-rdf.princeton.edu/wn30/02129289-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kuptosh-v>		"kuptosh"@als	
"meining"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/meining-n>		<http://wordnet-rdf.princeton.edu/wn30/06208751-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/posicion-n>		"posicion"@als	
"helgisiður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/helgisi%C3%B0ur-n>		<http://wordnet-rdf.princeton.edu/wn30/01027859-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/rit-n>		"rit"@als	
"tímasetning"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/t%C3%ADmasetning-n>		<http://wordnet-rdf.princeton.edu/wn30/15159583-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/dat%C3%AB-n>		"datë"@als	
"tímasetning"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/t%C3%ADmasetning-n>		<http://wordnet-rdf.princeton.edu/wn30/15159583-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/dit%C3%ABt%20e%20muajit-n>		"ditët e muajit"@als	
"ráðlegging"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/r%C3%A1%C3%B0legging-n>		<http://wordnet-rdf.princeton.edu/wn30/06671484-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/k%C3%ABshill%C3%AB-n>		"këshillë"@als	
"gáfur"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/g%C3%A1fur-n>		<http://wordnet-rdf.princeton.edu/wn30/05617606-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/inteligjenc%C3%AB-n>		"inteligjencë"@als	
"viðvist"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/vi%C3%B0vist-n>		<http://wordnet-rdf.princeton.edu/wn30/13957601-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/prani-n>		"prani"@als	
"salur"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/salur-n>		<http://wordnet-rdf.princeton.edu/wn30/03478907-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/nd%C3%ABrtes%C3%AB%20publike-n>		"ndërtesë publike"@als	
"afkomandi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/afkomandi-n>		<http://wordnet-rdf.princeton.edu/wn30/10373998-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/trajtim-n>		"trajtim"@als	
"afkomandi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/afkomandi-n>		<http://wordnet-rdf.princeton.edu/wn30/10373998-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pasardh%C3%ABs-n>		"pasardhës"@als	
"vingan"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/vingan-n>		<http://wordnet-rdf.princeton.edu/wn30/13931145-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/marr%C3%ABdh%C3%ABnie%20miq%C3%ABsie-n>		"marrëdhënie miqësie"@als	
"vingan"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/vingan-n>		<http://wordnet-rdf.princeton.edu/wn30/13931145-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/miq%C3%ABsi-n>		"miqësi"@als	
"íhuga"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%ADhuga-v>		<http://wordnet-rdf.princeton.edu/wn30/00628491-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/mendoj%20thell%C3%AB-v>		"mendoj thellë"@als	
"íhuga"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%ADhuga-v>		<http://wordnet-rdf.princeton.edu/wn30/00628491-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/%C3%A7oj%20n%C3%ABp%C3%ABr%20mend-v>		"çoj nëpër mend"@als	
"íhuga"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%ADhuga-v>		<http://wordnet-rdf.princeton.edu/wn30/00630380-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/bie%20n%C3%AB%20mendime-v>		"bie në mendime"@als	
"íhuga"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%ADhuga-v>		<http://wordnet-rdf.princeton.edu/wn30/00630380-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/bluaj%20n%C3%AB%20mend-v>		"bluaj në mend"@als	
"íhuga"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%ADhuga-v>		<http://wordnet-rdf.princeton.edu/wn30/00630380-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/sajoj-v>		"sajoj"@als	
"íhuga"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%ADhuga-v>		<http://wordnet-rdf.princeton.edu/wn30/00630380-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/arsyetoj-v>		"arsyetoj"@als	
"íhuga"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%ADhuga-v>		<http://wordnet-rdf.princeton.edu/wn30/00630380-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/meditoj-v>		"meditoj"@als	
"íhuga"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%ADhuga-v>		<http://wordnet-rdf.princeton.edu/wn30/00630380-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/reflektoj-v>		"reflektoj"@als	
"íhuga"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%ADhuga-v>		<http://wordnet-rdf.princeton.edu/wn30/00630380-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/vras%20mendjen-v>		"vras mendjen"@als	
"íhuga"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%ADhuga-v>		<http://wordnet-rdf.princeton.edu/wn30/00630380-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/mendoj-v>		"mendoj"@als	
"íhuga"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%ADhuga-v>		<http://wordnet-rdf.princeton.edu/wn30/00925110-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pyes%20veten-v>		"pyes veten"@als	
"íhuga"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%ADhuga-v>		<http://wordnet-rdf.princeton.edu/wn30/00925110-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pyes-v>		"pyes"@als	
"herferð"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/herfer%C3%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/00798245-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/fushat%C3%AB-n>		"fushatë"@als	
"herferð"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/herfer%C3%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/00798245-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/l%C3%ABvizje-n>		"lëvizje"@als	
"herferð"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/herfer%C3%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/00798245-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/orvajtje-n>		"orvajtje"@als	
"herferð"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/herfer%C3%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/00980038-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/sulmues-n>		"sulmues"@als	
"herferð"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/herfer%C3%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/00980038-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/sulmoj-n>		"sulmoj"@als	
"herferð"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/herfer%C3%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/00980038-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/sulmim-n>		"sulmim"@als	
"herferð"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/herfer%C3%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/00968155-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/fushat%C3%AB-n>		"fushatë"@als	
"herferð"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/herfer%C3%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/00968155-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ekspedit%C3%AB%20ushtarake-n>		"ekspeditë ushtarake"@als	
"henda"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/henda-v>		<http://wordnet-rdf.princeton.edu/wn30/00339934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/zhvillohet-v>		"zhvillohet"@als	
"henda"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/henda-v>		<http://wordnet-rdf.princeton.edu/wn30/00339934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ngjet-v>		"ngjet"@als	
"henda"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/henda-v>		<http://wordnet-rdf.princeton.edu/wn30/00339934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ndodh-v>		"ndodh"@als	
"henda"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/henda-v>		<http://wordnet-rdf.princeton.edu/wn30/00339934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/vazhdoj-v>		"vazhdoj"@als	
"henda"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/henda-v>		<http://wordnet-rdf.princeton.edu/wn30/01508368-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/hedhje-v>		"hedhje"@als	
"seta"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/seta-n>		<http://wordnet-rdf.princeton.edu/wn30/04161981-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/karrige-n>		"karrige"@als	
"seta"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/seta-n>		<http://wordnet-rdf.princeton.edu/wn30/08647616-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/vend-n>		"vend"@als	
"seta"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/seta-n>		<http://wordnet-rdf.princeton.edu/wn30/08647616-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/karrige-n>		"karrige"@als	
"rétt"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/r%C3%A9tt-n>		<http://wordnet-rdf.princeton.edu/wn30/03964495-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kosh-n>		"kosh"@als	
"rétt"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/r%C3%A9tt-n>		<http://wordnet-rdf.princeton.edu/wn30/03964495-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kosh%20f%C3%ABmij%C3%ABsh-n>		"kosh fëmijësh"@als	
"atvinna"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/atvinna-n>		<http://wordnet-rdf.princeton.edu/wn30/00609953-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/profesion-n>		"profesion"@als	
"hafa sig á brott"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hafa%20sig%20%C3%A1%20brott-v>		<http://wordnet-rdf.princeton.edu/wn30/02015598-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/largohem-v>		"largohem"@als	
"hafa sig á brott"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hafa%20sig%20%C3%A1%20brott-v>		<http://wordnet-rdf.princeton.edu/wn30/02015598-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/dalje-v>		"dalje"@als	
"hafa sig á brott"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hafa%20sig%20%C3%A1%20brott-v>		<http://wordnet-rdf.princeton.edu/wn30/02015598-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ikje-v>		"ikje"@als	
"hafa sig á brott"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hafa%20sig%20%C3%A1%20brott-v>		<http://wordnet-rdf.princeton.edu/wn30/02015598-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/nxjerr-v>		"nxjerr"@als	
"ske"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/ske-v>		<http://wordnet-rdf.princeton.edu/wn30/00339934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/zhvillohet-v>		"zhvillohet"@als	
"ske"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/ske-v>		<http://wordnet-rdf.princeton.edu/wn30/00339934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ngjet-v>		"ngjet"@als	
"ske"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/ske-v>		<http://wordnet-rdf.princeton.edu/wn30/00339934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ndodh-v>		"ndodh"@als	
"ske"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/ske-v>		<http://wordnet-rdf.princeton.edu/wn30/00339934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/vazhdoj-v>		"vazhdoj"@als	
"forði"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/for%C3%B0i-n>		<http://wordnet-rdf.princeton.edu/wn30/13777344-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/furnizim-n>		"furnizim"@als	
"innihalda"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/innihalda-v>		<http://wordnet-rdf.princeton.edu/wn30/02629535-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/p%C3%ABrfshij-v>		"përfshij"@als	
"innihalda"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/innihalda-v>		<http://wordnet-rdf.princeton.edu/wn30/02629535-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/p%C3%ABrmbaj-v>		"përmbaj"@als	
"slúður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/sl%C3%BA%C3%B0ur-n>		<http://wordnet-rdf.princeton.edu/wn30/07223170-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/llafe-n>		"llafe"@als	
"slúður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/sl%C3%BA%C3%B0ur-n>		<http://wordnet-rdf.princeton.edu/wn30/07223170-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/thashetheme-n>		"thashetheme"@als	
"slúður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/sl%C3%BA%C3%B0ur-n>		<http://wordnet-rdf.princeton.edu/wn30/07223170-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/koment-n>		"koment"@als	
"rafreiknir"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/rafreiknir-n>		<http://wordnet-rdf.princeton.edu/wn30/03082979-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kompjuter-n>		"kompjuter"@als	
"rafreiknir"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/rafreiknir-n>		<http://wordnet-rdf.princeton.edu/wn30/03082979-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/sistemi%20i%20p%C3%ABrpunimit%20t%C3%AB%20informacionit-n>		"sistemi i përpunimit të informacionit"@als	
"rafreiknir"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/rafreiknir-n>		<http://wordnet-rdf.princeton.edu/wn30/03082979-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kompjuter%20elektronik-n>		"kompjuter elektronik"@als	
"rafreiknir"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/rafreiknir-n>		<http://wordnet-rdf.princeton.edu/wn30/03082979-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/p%C3%ABrpunimi%20i%20t%C3%AB%20dh%C3%ABnave-n>		"përpunimi i të dhënave"@als	
"rafreiknir"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/rafreiknir-n>		<http://wordnet-rdf.princeton.edu/wn30/03082979-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/makin%C3%AB%20kompjuteri-n>		"makinë kompjuteri"@als	
"þreyja"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%BEreyja-v>		<http://wordnet-rdf.princeton.edu/wn30/01828405-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/digjem-v>		"digjem"@als	
"þreyja"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%BEreyja-v>		<http://wordnet-rdf.princeton.edu/wn30/01828405-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/jam%20i%20etur-v>		"jam i etur"@als	
